,class,n1,n2
12456,1,26215,24718
12457,-1,29099,27790
12458,-1,10029,7448
12459,1,21301,18358
12460,1,3637,2072
12461,-1,28313,27131
12462,-1,22608,20179
12463,-1,16669,15201
12464,-1,1879,187
12465,1,19356,17648
12466,-1,34068,33428
12467,-1,4445,781
12468,1,26087,26991
12469,1,12517,3809
12470,1,18953,17385
12471,1,26024,24574
12472,-1,30656,29855
12473,-1,21979,20206
12474,1,18431,17321
12475,1,17090,15849
12476,1,876,268
12477,1,26568,25116
12478,-1,5246,343
12479,1,25949,25390
12480,-1,27016,24528
12481,1,25992,24799
12482,1,20928,19700
12483,1,11096,2551
12484,1,23348,21571
12485,1,20743,20742
12486,1,19502,18011
12487,-1,22968,21956
12488,-1,29316,27916
12489,-1,29200,28249
12490,1,5264,1743
12491,-1,25619,23318
12492,-1,27558,27099
12493,-1,12530,2914
12494,1,5243,353
12495,-1,1757,198
12496,-1,27435,26192
12497,-1,7876,5897
12498,-1,2190,295
12499,1,8086,3178
12500,-1,32418,32469
12501,1,19303,17933
12502,-1,30367,29563
12503,1,10930,7888
12504,1,22379,20146
12505,1,21964,20377
12506,1,18627,18661
12507,1,32329,31983
12508,-1,5699,1535
12509,1,32865,32502
12510,1,1675,174
12511,1,10295,8982
12512,1,7845,3832
12513,1,12248,5678
12514,-1,9958,8352
12515,1,30618,29953
12516,1,33593,33248
12517,1,7675,3199
12518,-1,32781,32503
12519,1,34033,33515
12520,1,30406,30024
12521,-1,32131,32095
12522,1,262,4
12523,1,19246,17730
12524,-1,21699,20188
12525,-1,24898,23456
12526,-1,9182,8949
12527,-1,26051,25641
12528,1,29415,28408
12529,-1,23730,21795
12530,-1,4149,2482
12531,1,17354,16966
12532,1,17257,16129
12533,-1,10747,5243
12534,1,13929,12379
12535,1,23881,21783
12536,1,5495,1714
12537,1,6980,5001
12538,1,23851,21505
12539,-1,27075,25014
12540,1,20174,18354
12541,1,18011,16885
12542,1,7628,4280
12543,1,16636,15118
12544,1,28350,27113
12545,-1,13459,9366
12546,-1,34315,34248
12547,-1,27595,26146
12548,1,24085,22624
12549,-1,25125,23607
12550,-1,26810,25337
12551,-1,24066,21522
12552,-1,23552,22572
12553,-1,2040,91
12554,1,32800,32418
12555,1,23341,21770
12556,1,29347,28177
12557,1,17516,17558
12558,1,8294,4165
12559,1,12706,9970
12560,1,26134,25265
12561,-1,32943,32609
12562,-1,31878,31672
12563,1,1672,245
12564,-1,30094,29206
12565,1,32617,32466
12566,1,24563,23639
12567,1,32690,32375
12568,1,19104,17895
12569,-1,24845,24139
12570,-1,14556,11558
12571,1,27140,25014
12572,1,29894,29164
12573,-1,6611,6054
12574,1,27225,26469
12575,-1,6152,1400
12576,1,32849,32393
12577,-1,2700,2118
12578,1,18166,15139
12579,1,26026,25439
12580,-1,30924,29963
12581,-1,12688,9636
12582,1,25051,25260
12583,1,17436,16697
12584,-1,32327,31748
12585,1,4641,1271
12586,-1,32759,32505
12587,1,21164,24169
12588,1,28201,26005
12589,1,20310,19332
12590,-1,25409,23412
12591,-1,28280,26046
12592,-1,27741,26426
12593,1,3760,2019
12594,1,4697,1690
12595,1,14994,9477
12596,-1,4480,1375
12597,-1,1965,210
12598,-1,13305,12119
12599,1,23382,21824
12600,1,11956,6109
12601,1,441,242
12602,1,19779,18732
12603,1,10511,8646
12604,1,18474,20901
12605,-1,23913,22811
12606,1,13562,11666
12607,-1,28845,27367
12608,-1,18088,17221
12609,-1,5282,1738
12610,1,31801,31561
12611,1,2831,517
12612,1,511,63
12613,-1,17910,16593
12614,-1,32167,31983
12615,1,33829,33439
12616,-1,32619,32358
12617,1,27462,26490
12618,1,28450,27179
12619,1,27656,26501
12620,-1,28152,26176
12621,1,23914,21433
12622,-1,15329,14108
12623,-1,11176,6336
12624,1,4853,4447
12625,-1,31409,30782
12626,-1,25620,22939
12627,1,10356,3605
12628,-1,25321,22937
12629,-1,9298,6825
12630,-1,22498,20482
12631,1,28981,27926
12632,1,17902,16869
12633,-1,9603,7556
12634,1,26017,24749
12635,1,16152,13757
12636,-1,688,131
12637,1,26480,24659
12638,-1,10763,3022
12639,1,3927,2086
12640,-1,28815,27767
12641,-1,27303,26067
12642,-1,28616,27595
12643,-1,24385,21906
12644,1,28817,28096
12645,-1,2090,131
12646,-1,25629,24285
12647,1,18081,16180
12648,1,19730,18275
12649,-1,28890,27889
12650,1,10130,8651
12651,1,23746,22162
12652,-1,27920,26665
12653,1,31517,30834
12654,1,26802,25140
12655,1,31982,31642
12656,1,30601,29552
12657,-1,31999,31594
12658,1,27904,26656
12659,-1,28707,27493
12660,1,27324,26973
12661,1,11016,4950
12662,-1,24570,23991
12663,1,30737,29477
12664,-1,3804,1925
12665,-1,25372,23266
12666,1,21347,19299
12667,-1,32728,32443
12668,1,10058,8969
12669,1,22543,20290
12670,1,28753,28427
12671,1,30642,29505
12672,-1,26214,24724
12673,1,1034,259
12674,1,20795,18910
12675,-1,29649,28906
12676,1,27341,26631
12677,-1,5878,873
12678,-1,21384,19712
12679,1,27638,26116
12680,1,2837,1491
12681,1,33115,32773
12682,-1,22437,20538
12683,-1,7979,3246
12684,1,33809,33787
12685,1,32118,31020
12686,-1,25116,24126
12687,1,6034,873
12688,-1,23769,22182
12689,1,32591,32552
12690,1,22265,21117
12691,1,28760,28293
12692,1,17285,16684
12693,-1,32333,31865
12694,-1,32505,32170
12695,-1,26919,25486
12696,-1,27398,26916
12697,-1,32206,31926
12698,1,23153,21596
12699,-1,27024,25241
12700,1,18395,18239
12701,1,20551,18508
12702,-1,22081,25024
12703,1,9082,2480
12704,1,11254,8274
12705,1,26110,24541
12706,-1,31094,32200
12707,1,13228,9845
12708,-1,12469,4916
12709,-1,32530,32998
12710,-1,26826,25521
12711,-1,13366,9830
12712,-1,26615,25630
12713,-1,33094,32758
12714,1,22172,19972
12715,1,12802,9220
12716,-1,26305,25674
12717,1,31348,30976
12718,1,8841,3218
12719,-1,7949,6702
12720,1,22122,20500
12721,1,24667,23518
12722,1,17794,17057
12723,-1,34348,33934
12724,1,11182,3691
12725,-1,32031,31285
12726,1,4219,2157
12727,1,27744,26376
12728,1,28250,26631
12729,1,32569,32395
12730,-1,24129,22146
12731,-1,27149,26856
12732,1,21752,20640
12733,-1,29251,27228
12734,-1,33719,33141
12735,-1,28323,27012
12736,1,13523,10937
12737,1,3805,7678
12738,-1,28158,25977
12739,-1,27297,26070
12740,1,4427,1948
12741,-1,22997,21435
12742,1,990,290
12743,1,31423,30712
12744,-1,24029,22525
12745,1,15004,11341
12746,-1,33147,32844
12747,1,25689,24187
12748,-1,31288,30692
12749,1,8936,2767
12750,-1,22479,21078
12751,1,5371,380
12752,-1,34205,33876
12753,-1,25687,23111
12754,1,21778,20366
12755,-1,32468,32174
12756,-1,17015,15295
12757,1,32454,32277
12758,1,21325,18275
12759,-1,28168,26353
12760,1,5475,1607
12761,1,9092,6085
12762,1,32306,31741
12763,1,7574,5472
12764,-1,31547,30471
12765,1,19252,17787
12766,-1,5274,1085
12767,1,30058,28841
12768,1,23981,21759
12769,1,34193,34061
12770,-1,12472,5945
12771,1,19112,17916
12772,-1,9114,3622
12773,-1,6400,1755
12774,1,3207,2071
12775,-1,32718,32510
12776,-1,27500,27152
12777,1,32386,32198
12778,1,8162,5686
12779,1,17409,17247
12780,1,19743,19663
12781,-1,23573,21748
12782,-1,26430,25076
12783,-1,25739,24151
12784,-1,27752,26952
12785,-1,33454,32998
12786,-1,4532,458
12787,1,18939,18239
12788,1,32537,32498
12789,-1,4518,11300
12790,1,33464,33128
12791,-1,30292,29501
12792,-1,10088,8573
12793,-1,30453,29657
12794,1,30513,29781
12795,-1,31142,30744
12796,1,25698,24019
12797,1,23586,22825
12798,-1,29810,28967
12799,1,18038,15159
12800,1,6001,434
12801,-1,7751,6405
12802,1,9456,7835
12803,1,28188,26626
12804,1,613,81
12805,1,27650,26708
12806,-1,2997,1661
12807,1,33447,33254
12808,1,9297,6822
12809,-1,25822,23218
12810,1,22148,20515
12811,1,18323,17890
12812,-1,33387,32919
12813,-1,29282,27962
12814,-1,26286,24702
12815,-1,11214,3752
12816,1,24018,22111
12817,-1,3696,1486
12818,-1,8574,4418
12819,1,19966,18655
12820,1,9635,7157
12821,-1,9598,7765
12822,1,33178,32851
12823,1,8493,15709
12824,1,29215,27298
12825,-1,30144,29249
12826,-1,26318,25518
12827,1,32787,32475
12828,-1,22460,20954
12829,-1,33715,33296
12830,1,22036,19992
12831,-1,25030,23379
12832,-1,25546,23836
12833,1,19017,17745
12834,1,24912,23062
12835,-1,21005,18918
12836,-1,31732,31285
12837,-1,33669,33314
12838,-1,28952,27669
12839,1,30125,30193
12840,1,25720,24187
12841,-1,21627,20238
12842,1,17599,18966
12843,1,20993,19010
12844,-1,26985,26605
12845,1,24764,24167
12846,-1,6356,1146
12847,-1,33779,32965
12848,1,24496,22132
12849,-1,30046,29129
12850,1,6097,2100
12851,-1,30764,29547
12852,-1,30757,29963
12853,-1,4864,1008
12854,-1,14273,11369
12855,1,33943,33627
12856,-1,3487,1528
12857,-1,30533,29454
12858,-1,31875,31070
12859,-1,34340,34008
12860,-1,28614,27812
12861,1,33560,32930
12862,1,15215,12647
12863,-1,9538,9089
12864,-1,24367,22295
12865,-1,6548,3691
12866,1,5822,2015
12867,-1,25628,23493
12868,-1,12137,6355
12869,1,13829,11866
12870,-1,28987,28177
12871,1,28197,26222
12872,-1,24128,22149
12873,1,3389,588
12874,-1,25873,22973
12875,-1,14093,11319
12876,1,28591,27475
12877,1,15210,13666
12878,-1,32381,32174
12879,1,29229,28268
12880,-1,6691,5536
12881,-1,31004,29603
12882,-1,6325,1684
12883,-1,34368,34268
12884,1,27097,25755
12885,1,1921,529
12886,1,9018,4867
12887,1,29914,28644
12888,-1,24802,23297
12889,1,23608,22004
12890,1,31192,30456
12891,1,17514,17328
12892,1,4678,1024
12893,1,15294,14876
12894,-1,30052,28771
12895,-1,28076,26205
12896,-1,6509,3725
12897,1,14318,12043
12898,-1,11199,6717
12899,1,21783,19963
12900,1,31688,30892
12901,-1,30867,29974
12902,-1,26725,25253
12903,1,6499,2813
12904,-1,11864,8193
12905,-1,25461,25906
12906,1,18027,15934
12907,-1,13215,12513
12908,-1,29312,28183
12909,-1,31986,31405
12910,-1,11686,5818
12911,1,28790,27237
12912,-1,12296,2265
12913,1,30434,29904
12914,1,30392,29801
12915,-1,6182,2101
12916,1,9719,6757
12917,-1,26575,25300
12918,-1,30409,29609
12919,-1,450,49
12920,-1,24656,23062
12921,1,30577,30170
12922,1,17482,17235
12923,-1,32003,31063
12924,-1,24600,24010
12925,1,11156,8666
12926,-1,29906,29033
12927,1,10826,5286
12928,1,29001,27850
12929,1,18679,17532
12930,1,29452,28568
12931,-1,34,17
12932,1,33106,32691
12933,1,32114,31571
12934,-1,20281,18488
12935,1,14140,10596
12936,-1,27313,26366
12937,-1,32856,32385
12938,1,16676,15310
12939,1,27220,26154
12940,-1,31441,30721
12941,-1,7908,4424
12942,-1,33400,32883
12943,1,5707,1674
12944,-1,26180,24817
12945,-1,10692,7488
12946,-1,30488,29748
12947,-1,30213,28521
12948,1,28977,28060
12949,-1,30537,29657
12950,-1,3609,1955
12951,1,6192,1921
12952,-1,30167,28644
12953,1,10574,8866
12954,1,25950,25390
12955,-1,11294,3434
12956,-1,30640,30007
12957,1,4668,1436
12958,1,28493,27467
12959,1,23068,22422
12960,1,26640,24862
12961,1,27970,26711
12962,1,29607,29435
12963,1,15631,13624
12964,1,19712,19199
12965,-1,24273,22148
12966,1,8898,4757
12967,1,25186,23270
12968,1,31069,30945
12969,-1,26588,25604
12970,-1,7555,3360
12971,1,8813,2932
12972,1,3692,1156
12973,-1,7740,2831
12974,1,17392,16697
12975,1,27005,25390
12976,1,11373,3198
12977,1,1958,261
12978,1,21396,20922
12979,1,18295,17299
12980,1,23363,21583
12981,-1,27285,25962
12982,1,18818,17374
12983,1,20661,19102
12984,1,32719,32485
12985,-1,34326,34049
12986,-1,14690,9768
12987,1,131,6446
12988,1,277,21
12989,-1,161,160
12990,-1,4067,2177
12991,1,34353,34324
12992,1,31683,30500
12993,1,26188,25320
12994,-1,11719,6162
12995,1,20246,19444
12996,1,14014,9239
12997,1,18415,17516
12998,1,28356,26347
12999,1,30315,29922
13000,-1,11558,4273
13001,1,16526,13200
13002,-1,14414,11007
13003,-1,29223,27803
13004,1,13467,9962
13005,-1,25900,23799
13006,1,31748,33017
13007,1,3586,1946
13008,-1,27591,26672
13009,1,3657,2216
13010,-1,6779,2298
13011,1,22871,20627
13012,-1,28777,28099
13013,-1,2535,751
13014,1,19471,17696
13015,1,11715,6182
13016,-1,21643,20971
13017,-1,33237,32669
13018,1,4874,991
13019,1,4187,1768
13020,1,19507,19556
13021,-1,30612,29661
13022,1,3413,876
13023,-1,24417,22593
13024,1,70,6
13025,-1,11978,7529
13026,1,23796,22175
13027,-1,21610,20577
13028,-1,32447,32144
13029,1,9869,7066
13030,-1,27453,26200
13031,1,33436,32909
13032,-1,25425,24463
13033,1,12243,9558
13034,-1,31121,30382
13035,1,20191,19224
13036,-1,26819,25547
13037,1,20697,19423
13038,-1,26986,25632
13039,1,1794,1450
13040,-1,3259,1063
13041,1,17416,17511
13042,1,7212,3503
13043,-1,26585,24994
13044,-1,31584,30843
13045,1,7286,6258
13046,1,7927,5284
13047,-1,29117,27983
13048,-1,27902,26340
13049,1,11076,5239
13050,-1,4624,1174
13051,-1,26365,24898
13052,1,26796,25870
13053,-1,9791,8437
13054,-1,4772,874
13055,-1,25021,23181
13056,-1,28342,26980
13057,-1,27038,25690
13058,-1,33076,32736
13059,1,31893,31278
13060,-1,2526,1759
13061,1,8872,6200
13062,-1,25987,25718
13063,1,31024,30752
13064,-1,7662,5437
13065,-1,32685,32883
13066,1,24552,23658
13067,-1,24568,23447
13068,-1,24560,24087
13069,-1,26339,25121
13070,-1,24883,23337
13071,-1,33312,32571
13072,-1,28132,28769
13073,1,31570,30844
13074,-1,21621,20393
13075,-1,26340,29030
13076,1,23204,22233
13077,1,11596,5446
13078,1,19705,19444
13079,1,2112,286
13080,-1,17628,16673
13081,1,3815,1809
13082,-1,33658,33314
13083,-1,29061,27773
13084,-1,131,184
13085,-1,34191,34003
13086,1,3752,1049
13087,-1,29,1
13088,1,26752,25136
13089,-1,2943,511
13090,1,34001,33471
13091,-1,995,165
13092,-1,13920,11324
13093,1,24838,23342
13094,1,764,208
13095,1,30954,29801
13096,1,32370,32210
13097,-1,16913,15295
13098,1,21020,19236
13099,1,29468,29196
13100,-1,33694,32969
13101,1,15254,13232
13102,1,21490,20020
13103,-1,32494,32234
13104,1,14277,10959
13105,-1,12625,7897
13106,1,15044,12324
13107,1,21815,21173
13108,1,28127,26216
13109,-1,2755,1966
13110,1,1990,115
13111,-1,32085,31223
13112,1,26896,24818
13113,-1,23899,21740
13114,-1,25781,23782
13115,1,29414,27798
13116,1,23772,22224
13117,1,29381,27347
13118,-1,20557,21631
13119,-1,26537,25455
13120,1,23426,22452
13121,-1,29866,29210
13122,-1,25344,23447
13123,1,18169,15849
13124,1,19330,17873
13125,-1,1584,168
13126,-1,28431,26316
13127,-1,11963,3656
13128,-1,2550,1389
13129,1,26424,24718
13130,1,28998,28346
13131,1,28043,29131
13132,-1,26755,25883
13133,-1,26064,25659
13134,1,5112,2227
13135,-1,28312,26583
13136,-1,32160,31717
13137,-1,16762,16433
13138,-1,16365,13125
13139,1,29037,27767
13140,1,12324,6358
13141,1,31855,31595
13142,-1,5491,1878
13143,-1,24334,22734
13144,1,6195,990
13145,1,26496,25010
13146,1,17558,19515
13147,-1,30146,28968
13148,-1,27275,28531
13149,1,7371,5581
13150,1,731,174
13151,1,2257,1566
13152,1,31025,30752
13153,1,31684,30440
13154,-1,22766,20482
13155,-1,25772,23782
13156,-1,23281,22534
13157,-1,3823,2235
13158,1,27338,26103
13159,1,3658,747
13160,-1,24785,23194
13161,1,17040,15979
13162,1,26403,25915
13163,1,25320,22937
13164,-1,34228,33948
13165,1,19536,30179
13166,1,31909,31460
13167,1,1971,97
13168,1,27930,26581
13169,-1,28425,26000
13170,1,17888,19393
13171,1,10263,8939
13172,-1,34093,33623
13173,-1,20733,18915
13174,1,95,17
13175,1,33651,32972
13176,1,17908,16966
13177,-1,33236,32715
13178,1,33883,33370
13179,-1,26734,25577
13180,-1,27639,26371
13181,1,19737,18532
13182,1,18175,15197
13183,1,33331,33295
13184,1,31053,30864
13185,-1,2611,1925
13186,-1,10973,4354
13187,-1,29069,27690
13188,-1,965,140
13189,-1,26941,25762
13190,-1,2296,1758
13191,-1,33000,32531
13192,1,18191,17057
13193,-1,853,47
13194,-1,26765,24714
13195,-1,14313,12119
13196,1,24021,21668
13197,1,28430,25940
13198,1,33799,32965
13199,1,21601,19932
13200,-1,26880,25251
13201,-1,29650,29301
13202,-1,25794,23589
13203,-1,33814,33610
13204,-1,33375,32976
13205,-1,27723,26475
13206,-1,29362,28326
13207,1,1520,3657
13208,1,3986,1256
13209,-1,15716,12735
13210,-1,23142,22115
13211,-1,32068,31370
13212,-1,2988,527
13213,1,15228,14620
13214,1,6177,401
13215,-1,33399,32970
13216,1,21507,19912
13217,1,13304,11587
13218,-1,12340,6224
13219,1,21635,21393
13220,1,21681,20600
13221,-1,8817,3622
13222,-1,11015,3591
13223,1,31519,30532
13224,-1,8181,6294
13225,-1,16837,15931
13226,-1,12048,5320
13227,-1,26669,25360
13228,1,28814,28255
13229,1,9029,3505
13230,1,9020,4477
13231,-1,34105,33390
13232,-1,26616,24624
13233,1,27553,27099
13234,-1,16186,13099
13235,1,18416,17889
13236,1,9462,7448
13237,1,7821,4298
13238,-1,27046,25454
13239,1,33514,33260
13240,1,6983,5953
13241,1,20922,19393
13242,-1,14937,10621
13243,1,34098,33746
13244,1,1583,180
13245,-1,10953,5434
13246,-1,256,24
13247,1,15530,14348
13248,1,9181,8070
13249,1,26652,28216
13250,-1,16604,13785
13251,1,17420,17091
13252,-1,25790,23562
13253,-1,28590,27314
13254,1,32513,32461
13255,1,16291,12651
13256,-1,24039,22453
13257,-1,15439,13797
13258,1,7494,3026
13259,-1,18583,17651
13260,1,33511,33260
13261,-1,3544,958
13262,-1,29675,29179
13263,-1,25971,25498
13264,1,10940,3074
13265,1,22456,21262
13266,-1,1530,268
13267,1,22723,20702
13268,-1,33058,32703
13269,-1,30161,29165
13270,-1,32472,32131
13271,1,22705,20535
13272,1,25512,24243
13273,-1,5121,1152
13274,1,10177,8149
13275,1,19503,17770
13276,-1,32456,32147
13277,-1,15559,13347
13278,1,6205,2152
13279,1,15946,12727
13280,1,28543,27324
13281,-1,29119,28409
13282,-1,34268,34172
13283,1,20915,19368
13284,-1,30817,30067
13285,1,30988,30220
13286,-1,26786,24516
13287,-1,4660,551
13288,-1,31402,30732
13289,1,27803,26625
13290,1,13496,11328
13291,1,33558,33187
13292,1,33787,33317
13293,1,28514,27382
13294,1,31521,30819
13295,-1,30078,29075
13296,1,2261,1566
13297,-1,28277,26787
13298,1,24864,24227
13299,-1,7192,2998
13300,1,30188,29399
13301,1,979,3030
13302,1,32606,32452
13303,-1,7298,5849
13304,-1,26363,25314
13305,-1,1813,263
13306,-1,33224,32735
13307,-1,22748,20341
13308,-1,29066,27504
13309,-1,28672,27518
13310,-1,13780,10230
13311,1,7904,3755
13312,-1,28946,27333
13313,-1,29963,30714
13314,1,5591,1123
13315,-1,32262,32061
13316,-1,30396,29810
13317,-1,32874,33219
13318,-1,11692,7116
13319,-1,26531,24750
13320,1,9189,9068
13321,-1,30628,29824
13322,-1,28992,27449
13323,-1,5658,307
13324,-1,4941,1755
13325,1,34045,33705
13326,1,194,9
13327,1,21615,20702
13328,-1,30942,30183
13329,1,4307,2150
13330,1,12360,7666
13331,1,14331,10106
13332,1,29522,29444
13333,-1,28922,28085
13334,-1,30069,28964
13335,-1,4870,865
13336,-1,14586,11146
13337,-1,32884,32729
13338,-1,10720,7557
13339,1,32461,32158
13340,1,23911,22925
13341,1,5731,1853
13342,1,27778,26649
13343,-1,22941,21967
13344,-1,12693,10516
13345,-1,30112,28909
13346,1,8719,3171
13347,-1,31970,31422
13348,-1,18060,15972
13349,1,22744,20519
13350,-1,33491,33270
13351,-1,885,120
13352,-1,30692,29751
13353,-1,213,17
13354,1,8419,6220
13355,-1,24730,23436
13356,-1,8845,4713
13357,1,12389,8248
13358,1,33987,33707
13359,-1,25997,24990
13360,1,17793,16917
13361,1,4918,1809
13362,1,28618,28092
13363,-1,23593,21748
13364,-1,29852,29189
13365,1,15861,14025
13366,-1,18604,17864
13367,-1,15864,14620
13368,1,1030,143
13369,-1,12397,4304
13370,-1,27616,27045
13371,1,7678,4599
13372,-1,26409,25065
13373,-1,20014,19306
13374,-1,12355,6125
13375,-1,26540,25018
13376,1,10998,3270
13377,1,3580,1926
13378,1,29217,28128
13379,1,21040,18854
13380,-1,34369,34333
13381,-1,9598,9605
13382,1,96,6446
13383,1,23870,22549
13384,1,28418,26474
13385,-1,8608,5760
13386,1,27652,26265
13387,-1,3795,2205
13388,1,8671,5459
13389,1,23474,21777
13390,-1,33382,33031
13391,-1,30902,30662
13392,1,5599,4087
13393,-1,17452,16770
13394,-1,27270,26677
13395,-1,26944,24826
13396,1,10719,7292
13397,1,5587,1278
13398,1,1305,947
13399,1,21594,19941
13400,1,30750,30188
13401,1,21564,20179
13402,-1,31562,30349
13403,-1,26103,24818
13404,1,8905,4556
13405,1,24954,23962
13406,-1,5948,1195
13407,-1,10311,8015
13408,-1,9993,8740
13409,-1,12147,4980
13410,-1,29747,29028
13411,-1,17226,15260
13412,1,11161,6397
13413,-1,9950,7056
13414,-1,8209,6351
13415,-1,24464,28094
13416,1,25982,25545
13417,1,26427,24718
13418,1,26263,24939
13419,1,19306,20697
13420,1,3598,1140
13421,1,26021,25626
13422,1,7362,3258
13423,-1,24829,23018
13424,-1,23186,22545
13425,-1,26763,25454
13426,-1,24578,24254
13427,-1,5384,1275
13428,1,13951,9826
13429,-1,212,19
13430,-1,12090,4349
13431,1,32793,32783
13432,1,19430,17759
13433,1,32525,32415
13434,-1,23215,28502
13435,-1,10180,8762
13436,1,27655,25990
13437,-1,4741,2173
13438,1,24605,23598
13439,1,27085,24644
13440,-1,29881,29249
13441,-1,29961,28859
13442,-1,32077,31861
13443,1,25277,24177
13444,1,25333,23065
13445,1,723,172
13446,-1,28301,26475
13447,1,31696,30262
13448,-1,26375,25299
13449,1,32701,32366
13450,1,21497,20791
13451,-1,25638,24210
13452,-1,15529,13258
13453,1,31210,30418
13454,1,24259,22313
13455,-1,17788,16630
13456,-1,29275,28035
13457,1,20836,19641
13458,1,8092,5974
13459,1,6079,2108
13460,1,23540,21851
13461,1,2685,510
13462,-1,23793,21989
13463,1,24506,22922
13464,1,33625,33130
13465,-1,30794,29564
13466,1,2103,12127
13467,-1,3584,1743
13468,-1,32088,31648
13469,1,19494,19046
13470,-1,3806,1844
13471,-1,31938,31189
13472,1,31796,31561
13473,1,30115,28798
13474,1,22677,21074
13475,-1,27940,26755
13476,-1,21438,19917
13477,-1,10626,4930
13478,-1,16565,12674
13479,-1,9073,5684
13480,-1,7329,5002
13481,1,17907,16093
13482,1,29888,29109
13483,-1,29785,28724
13484,1,28034,26750
13485,-1,31964,31534
13486,1,1145,184
13487,-1,29340,27615
13488,-1,23096,22514
13489,1,33347,33099
13490,-1,4481,1375
13491,1,28086,29695
13492,1,5468,875
13493,1,28399,27612
