n,url,label
1420,"leaf_401","Il faut protéger le droit de citation"
1421,"Les_%C3%AAtres_humains_sont_irrationnels","Les êtres humains sont irrationnels"
1422,"Les_individus_sont_dou%C3%A9s_de_raison_et_capables_de_s%27autocensurer","Les individus sont doués de raison et capables de s'autocensurer"
1423,"Les_humains_sont_influen%C3%A7ables","Les humains sont influençables"
1424,"Le_pouvoir_addictif_du_cannabis_est_assez_faible","Son pouvoir addictif est assez faible"
1425,"Le_pouvoir_addictif_du_cannabis_n%27est_ni_faible_ni_fort_en_soi,_il_d%C3%A9pend_de_son_niveau_d%27usage","Son pouvoir addictif n'est ni faible ni fort en soi, il dépend de son niveau d'usage"
1426,"La_d%C3%A9pendance_%C3%A0_une_drogue_ne_se_produit_pas_ind%C3%A9pendamment_de_la_personne_et_de_son_environnement._La_drogue_est_un_moyen_d%27adaptation_%C3%A0_la_vie,_pas_une_cause","La dépendance à une drogue ne se produit pas indépendamment de la personne et de son environnement. La drogue est un moyen d'adaptation à la vie, pas une cause"
1427,"leaf_402","Le capitalisme a surmonté des crises économiques profondes"
1428,"Le_capitalisme_est_un_syst%C3%A8me_%C3%A9conomique_stable","Le capitalisme est un système économique stable"
1429,"leaf_403","Le capitalisme a survécu à la menace communiste"
1430,"Le_capitalisme_est_capable_de_surmonter_la_crise_%C3%A9cologique","Le capitalisme est capable de surmonter la crise écologique"
1431,"Le_capitalisme_est_capable_de_se_r%C3%A9approprier_les_critiques_anticapitalistes","Le capitalisme est capable de se réapproprier les critiques anticapitalistes"
1432,"leaf_404","Le capitalisme est capable de s'adapter et de se transformer en permanence"
1433,"Porter_le_voile_rel%C3%A8ve_de_la_libert%C3%A9_religieuse","Porter le voile relève de la liberté religieuse"
1434,"Le_revenu_de_base_est_une_mesure_favorable_aux_employ%C3%A9s_dans_certains_secteurs","Tout dépend des secteurs"
1435,"leaf_405","L'influence des contenus violents sur les comportements n'est pas établie"
1436,"leaf_406","La violence de ces contenus est bien moindre que la violence de la réalité"
1437,"Les_films_et_les_jeux_servent_de_catharsis_aux_pulsions_violentes","Les films et les jeux servent de catharsis aux pulsions violentes"
1438,"La_prohibition_du_cannabis_est_inefficace","La prohibition est inefficace"
1439,"La_loi_de_1970_sur_le_cannabis_est_inadapt%C3%A9e","La loi de 1970 est inadaptée"
1440,"La_d%C3%A9p%C3%A9nalisation_du_cannabis_serait_b%C3%A9n%C3%A9fique","La dépénalisation serait bénéfique"
1441,"leaf_407","La société doit se protéger"
1442,"leaf_408","La dépénalisation n'est ni possible ni souhaitable"
1443,"leaf_409","La dépénalisation serait préjudiciable"
1444,"En_Russie_la_grande_Guerre_et_la_guerre_civile_rapprochent_encore_plus_les_violences_antis%C3%A9mites_perp%C3%A9tr%C3%A9es_par_toutes_les_forces_antibolcheviques,_de_la_Shoah","En Russie la grande Guerre et la guerre civile rapprochent encore plus les violences antisémites perpétrées par toutes les forces antibolcheviques, de la Shoah"
1445,"Le_R%C3%A9gime_de_Nicolas_II_%C3%A9tait_un_r%C3%A9gime_proto-fasciste_avec_ses_Cent-Noirs,_tueurs_d%27opposants_politiques_et_massacreurs_de_juifs","Le Régime de Nicolas II était un régime proto-fasciste avec ses Cent-Noirs, tueurs d'opposants politiques et massacreurs de juifs"
1446,"D%C3%A9connecter_revenu_et_travail_est_un_non-sens_%C3%A9conomique","Un non-sens économique"
1447,"Le_revenu_de_base_permet_une_d%C3%A9connexion_entre_le_revenu_et_le_travail","Une déconnexion entre revenu et travail"
1448,"Donner_un_revenu_de_base_inconditionnel_est_immoral","Un principe immoral"
1449,"Le_vote_%C3%A9lectronique_n%27est_pas_secret","Le vote électronique n'est pas secret"
1450,"Le_vote_%C3%A9lectronique_est_soumis_%C3%A0_plus_de_pression","Le vote électronique est soumis à plus de pression"
1451,"Le_votant_%C3%A9lectronique_peut_subir_la_pression_de_son_entourage","Le votant peut subir la pression de son entourage"
1452,"Les_votes_par_Internet_peuvent_%C3%AAtre_achet%C3%A9s","Les votes par Internet peuvent être achetés"
1453,"Les_votes_sur_machine_%C3%A0_voter_peuvent_%C3%AAtre_achet%C3%A9s","Les votes sur machine à voter peuvent être achetés"
1454,"Des_milliers_de_personnes_ont_assist%C3%A9_au_miracle_de_Fatima","Des milliers de personnes ont assisté au miracle de Fatima"
1455,"Les_pr%C3%A9tendus_miracles_reposent_sur_des_t%C3%A9moignages_qui_ne_sont_pas_fiables","Les prétendus miracles reposent sur des témoignages qui ne sont pas fiables"
1456,"La_classe_ouvri%C3%A8re_a_perdu_son_pouvoir_%C3%A9conomique_du_fait_de_l%27%C3%A9clatement_de_la_production","Du fait de l'éclatement de la production"
1457,"leaf_410","Du fait de la fin des ouvriers professionnels"
1458,"La_classe_ouvri%C3%A8re_a_perdu_son_pouvoir_%C3%A9conomique_du_fait_du_passage_%C3%A0_une_production_%C3%A0_flux_tendu","Du fait du passage à une production à flux tendu"
1459,"leaf_411","Du fait de la montée du chômage de masse"
1460,"La_classe_ouvri%C3%A8re_est_en_voie_de_disparition","La classe ouvrière est en voie de disparition"
1461,"La_classe_ouvri%C3%A8re_n%27a_jamais_%C3%A9t%C3%A9_aussi_importante_%C3%A0_l%27%C3%A9chelle_mondiale","La classe ouvrière n'a jamais été aussi importante à l'échelle mondiale"
1462,"leaf_412","On est pas obligé d'adopter l'éthique chrétienne"
1463,"leaf_413","On doit accueillir l'étranger mais pas l'installer à demeure"
1464,"leaf_414","On ne doit accueillir l'étranger que s'il respecte nos moeurs, pas si il importe les siennes"
1465,"leaf_415","Nous n'avons d'obligation morale qu'envers les réfugiés de guerre, pas envers les réfugiés économiques"
1466,"leaf_416","En termes de richesse"
1467,"Le_capitalisme_accentue_les_in%C3%A9galit%C3%A9s","Le capitalisme accentue les inégalités"
1468,"leaf_417","En termes de réussite scolaire et professionnelle"
1469,"leaf_418","En termes d'accès aux soins"
1470,"leaf_419","En termes d'accès au pouvoir"
1471,"La_classe_ouvri%C3%A8re_est_unie_par_un_sentiment_de_solidarit%C3%A9","La classe ouvrière est unie par un sentiment de solidarité"
1472,"leaf_420","La classe ouvrière a le sens du collectif"
1473,"leaf_421","La classe ouvrière est disciplinée"
1474,"leaf_422","L'égalité absolue n'existe pas"
1475,"leaf_423","On ne peut pas inventer un homme nouveau"
1476,"leaf_424","Le communisme va contre la nature humaine"
1477,"leaf_425","Le communisme contredit les libertés individuelles"
1478,"leaf_426","La révolution mondiale est irréalisable"
1479,"leaf_427","Plus personne ne croit aujourd'hui au communisme"
1480,"leaf_428","Le capitalisme est trop puissant"
1481,"Le_communisme_est_une_utopie","Le communisme est une utopie"
1482,"Le_vote_%C3%A9lectronique_permet_de_diminuer_les_co%C3%BBts_d%27une_%C3%A9lection","Le vote électronique permet de diminuer les coûts d'une élection"
1483,"Le_vote_%C3%A9lectronique_permet_la_mise_en_oeuvre_de_m%C3%A9thodes_de_vote_sophistiqu%C3%A9es","Le vote électronique permet la mise en oeuvre de méthodes de vote sophistiquées"
1484,"Le_vote_%C3%A9lectronique_n%27est_pas_fiable","De nombreuses autres failles existent"
1485,"Le_vote_%C3%A9lectronique_est_inv%C3%A9rifiable_et_opaque","Le vote électronique est invérifiable et opaque"
1486,"Le_vote_%C3%A9lectronique_d%C3%A9sacralise_l%27acte_de_vote","Le vote électronique désacralise l'acte de vote"
1487,"La_loi_de_1970_sur_les_drogues_n%27a_pas_%C3%A9t%C3%A9_faite_pour_le_cannabis","Elle n'a pas été faite pour le cannabis"
1488,"La_loi_de_1970_sur_les_drogues_focalise_trop_sur_les_usagers","Elle focalise trop sur les usagers"
1489,"La_loi_de_1970_sur_les_drogues_n%27est_plus_comprise_par_les_usagers","Elle n'est plus comprise par les usagers"
1490,"La_loi_de_1970_sur_les_drogues_est_difficilement_applicable","Elle est difficilement applicable"
1491,"Conserver_les_sanctions_p%C3%A9nales_de_la_loi_de_1970_sur_les_drogues_qui_ne_sont_pratiquemment_plus_appliqu%C3%A9es_n%27est_pas_sain","Conserver une sanction pénale qui n'est pratiquemment plus appliquée n'est pas sain"
1492,"La_loi_de_1970_sur_les_drogues_est_trop_diversement_appliqu%C3%A9e","Elle est trop diversement appliquée"
1493,"La_loi_de_1970_sur_les_drogues_n%27a_jamais_%C3%A9t%C3%A9_%C3%A9valu%C3%A9e","Elle n'a jamais été évaluée"
1494,"Le_rapport_du_GIEC_de_2007_comporte_de_nombreuses_erreurs","Le rapport du GIEC de 2007 comporte de nombreuses erreurs"
1495,"Les_%C3%A9udes_affirmant_l%27existence_du_r%C3%A9chauffement_climatique_commettent_des_erreurs_m%C3%A9thodologiques","Les éudes affirmant l'existence du réchauffement climatique commettent des erreurs méthodologiques"
1496,"Ce_n%27est_pas_parce_que_le_v%C3%A9g%C3%A9tarisme_est_une_pr%C3%A9occupation_de_bobos_qu%27il_faut_l%27%C3%A9carter","Ce n'est pas parce que le végétarisme est une préoccupation de bobos qu'il faut l'écarter"
1497,"Le_v%C3%A9g%C3%A9tarisme_est_une_pr%C3%A9occupation_de_bobos","Le végétarisme est une préoccupation de bobos"
1498,"L%27inflation_peut_%C3%AAtre_positive","Une inflation positive"
1499,"Instaurer_un_revenu_de_base_va_g%C3%A9n%C3%A9rer_de_l%27inflation","Un risque d'inflation"
1500,"leaf_429","La conscience est le reflet d'un Absolu impersonnel"
1501,"Dieu_explique_l%27existence_de_la_conscience","Dieu explique l'existence de la conscience"
1502,"leaf_430","La conscience n'existe pas"
1503,"leaf_431","La conscience est une propriété émergente du cerveau"
1504,"Il_y_a_des_opinions_dangereuses","Il y a des opinions dangereuses"
1505,"Les_opinions_fausses_brouillent_nos_jugements","Les opinions fausses brouillent nos jugements"
1506,"Il_n%27y_a_pas_d%27opinions_vraies","Il n'y a pas d'opinions vraies"
1507,"Il_y_a_une_s%C3%A9lection_naturelle_des_id%C3%A9es","Il y a une sélection naturelle des idées"
1508,"Tout_peut_se_dire_dans_un_d%C3%A9bat_m%C3%A9thodique","Tout peut se dire dans un débat méthodique"
1509,"S%27il_existait_une_solution_plus_efficace_que_les_vaccins,_on_l%27utiliserait","S'il existait une solution plus efficace que les vaccins, on l'utiliserait"
1510,"Il_existe_de_meilleurs_alternatives_aux_vaccins","Il existe de meilleurs alternatives aux vaccins"
1511,"leaf_432","Pas de traitement préventif, administration d'antibiotiques au cas par cas"
1512,"L%27utilisation_de_m%C3%A9dicaments_et_d%27hormones_sur_les_animaux_favorise_la_transmission_de_maladies_et_de_virus_%C3%A0_l%27homme","L'utilisation de médicaments et d'hormones sur les animaux favorise la transmission de maladies et de virus à l'homme"
1513,"Il_n%27existe_pas_de_premier_instant_du_temps","Il n'existe pas de premier instant du temps"
1514,"L%27argument_du_kalam_commet_la_m%C3%AAme_erreur_que_Z%C3%A9non_dans_son_paradoxe","L'argument commet la même erreur que Zénon dans son paradoxe"
1515,"leaf_433","Ce raisonnement ne vaut que pour un temps fini"
1516,"La_pr%C3%A9sentation_de_l%27argument_du_kalam_est_trompeuse","La présentation de l'argument est trompeuse"
1517,"Le_temps_libre_est_impr%C3%A9gn%C3%A9_de_la_logique_productive_du_travail","Un temps libre imprégné de la logique productive du travail"
1518,"Le_travail_n%27est_pas_ali%C3%A9nant_en_soi","Ne pas se libérer du travail mais du capitalisme"
1519,"Le_voilement_exacerbe_les_regards_salaces_et_insistants","Le voilement exacerbe les regards salaces et insistants"
1520,"La_tranquillit%C3%A9_apport%C3%A9e_par_le_voile_islamique_n%27est_ni_l%27%C3%A9galit%C3%A9,_ni_l%27%C3%A9mancipation","La tranquillité n'est ni l'égalité, ni l'émancipation"
1521,"leaf_434","Ils se séculariseront"
1522,"Les_migrants_sont_minoritaires,_ils_ne_peuvent_pas_%C3%AAtre_intol%C3%A9rants","Les migrants sont minoritaires, ils ne peuvent pas être intolérants"
1523,"Manger_des_animaux_est_mauvais_pour_l%27homme","Manger des animaux est mauvais pour l'homme"
1524,"Manger_des_animaux_repose_actuellement_sur_un_travail_dont_les_conditions_sont_inhumaines","Les conditions de travail dans les abattoirs sont inhumaines"
1525,"Manger_des_animaux_habitue_%C3%A0_la_cruaut%C3%A9","Manger des animaux habitue à la cruauté"
1526,"Manger_des_animaux_est_bon_pour_la_sant%C3%A9","Manger des animaux est bon pour la santé"
1527,"Manger_des_animaux_est_la_norme_dans_la_nature","Manger des animaux est la norme dans la nature"
1528,"Arr%C3%AAter_l%27%C3%A9levage_de_certains_animaux_les_feraient_disparaitre","Arrêter l'élevage de certains animaux les feraient disparaitre"
1529,"La_consommation_d%27esp%C3%A8ces_animales_invasives_peut_%C3%AAtre_b%C3%A9n%C3%A9fique","La consommation d'espèces animales invasives peut être bénéfique"
1530,"Les_Le_Pen_entretiennent_des_liens_avec_des_personnes_consid%C3%A9r%C3%A9es_fascistes","Les Le Pen entretiennent des liens avec des personnes considérées fascistes"
1531,"L%27%C3%A9tude_du_fascisme_fait_partie_de_la_formation_des_militants_du_Front_national","L'étude du fascisme fait partie de la formation des militants"
1532,"leaf_435","Le programme du FN a un volet sécuritaire via le respect de l'autorité policière et donne une place à l'armée très importante"
1533,"Le_Front_national_n%27a_pas_de_milices_arm%C3%A9es","Le FN n'a pas de milices armées"
1534,"Le_Front_national_n%27a_pas_pour_objectif_de_fa%C3%A7onner_un_ordre_nouveau","Le FN n'a pas pour objectif de façonner un ordre nouveau"
1535,"Le_Front_national_est_un_parti_int%C3%A9gr%C3%A9_dans_le_jeu_%C3%A9lectoral","Le FN est un parti intégré dans le jeu électoral"
1536,"Le_Front_national_se_r%C3%A9clame_de_la_d%C3%A9mocratie","Le FN se réclame de la démocratie"
1537,"leaf_436","La rivalité est une source d'émulation"
1538,"leaf_437","La fin du sexisme entraînerait de nouvelles rivalités entre hommes et femmes"
1539,"La_paysannerie_est_trop_attach%C3%A9e_%C3%A0_la_propri%C3%A9t%C3%A9_priv%C3%A9e","La paysannerie est trop attachée à la propriété privée"
1540,"La_paysannerie_est_trop_%C3%A9clat%C3%A9e_pour_avoir_conscience_d%27elle-m%C3%AAme","La paysannerie est trop éclatée pour avoir conscience d'elle-même"
1541,"leaf_438","La paysannerie est conservatrice"
1542,"Les_paysans_%C3%A9voluent_trop_lentement","Les paysans évoluent trop lentement"
1543,"leaf_439","Il faut bien financer les développeurs"
1544,"Le_logiciel_libre_n%27a_pas_vraiment_de_mod%C3%A8le_%C3%A9conomique","Le logiciel libre n'a pas vraiment de modèle économique"
1545,"leaf_440","Les coûts matériels peuvent aussi être importants"
1546,"leaf_441","Le développement se fait souvent sur du temps libre et représente un coût très faible"
1547,"leaf_442","On peut financer un logiciel libre par les dons"
1548,"leaf_443","Il existe d'autres modèles économiques que l'achat d'un logiciel"
1549,"Les_cultures_fruiti%C3%A8res_des_Murs_%C3%A0_p%C3%AAches_ne_sont_pas_touch%C3%A9es_par_la_pollution_des_sols","Les cultures fruitières sont épargnées"
1550,"Il_est_possible_de_d%C3%A9contaminer_les_sols_des_Murs_%C3%A0_p%C3%AAches_de_Montreuil","Des solutions de décontamination existent"
1551,"Le_taux_d%27emploi_en_France_se_maintient","Le taux d'emploi en France se maintient"
1552,"La_fin_du_travail_est_une_proph%C3%A9tie_d%C3%A9j%C3%A0_annonc%C3%A9e_qui_ne_s%27est_pas_v%C3%A9rifi%C3%A9e","Une prophétie ancienne jamais confirmée"
1553,"leaf_444","Un futur hypothétique et lointain"
1554,"leaf_445","Les gains de productivité seront plus faibles au 21e siècle"
1555,"Les_migrants_ne_sont_pas_plus_d%C3%A9linquants_que_les_nationaux","Les migrants ne sont pas plus délinquants que les nationaux"
1556,"%C3%80_la_sortie_de_la_Deuxi%C3%A8me_Guerre_mondiale,_les_syndicats_ont_pleinement_contribu%C3%A9_%C3%A0_la_reconstruction_de_l%27%C3%A9conomie_capitaliste_fran%C3%A7aise","Les syndicats ont pleinement contribué à la reconstruction de l'économie capitaliste française"
1557,"%C3%80_la_sortie_de_la_Deuxi%C3%A8me_Guerre_mondiale,_les_syndicats_ont_cautionn%C3%A9_et_encourag%C3%A9_les_privations_au_nom_de_la_bataille_de_la_production","Les syndicats ont cautionné et encouragé les privations au nom de la bataille de la production"
1558,"%C3%80_la_sortie_de_la_Deuxi%C3%A8me_Guerre_mondiale,_les_bureaucraties_syndicales_ont_renforc%C3%A9_leur_pouvoir_%C3%A0_travers_les_propositions_du_Conseil_national_de_la_R%C3%A9sistance","Les bureaucraties syndicales ont renforcé leur pouvoir à travers les propositions du Conseil national de la Résistance"
1559,"~w~index.php?title=%C2%BB_de_votre_requ%C3%AAte_ne_sont_pas_ferm%C3%A9s_avec_les_%C2%AB&action=formedit&redlink=1",""
1560,"Les_%C3%A9tudiants_ne_sont_plus_amen%C3%A9s_%C3%A0_devenir_des_petits-bourgeois_mais_des_travailleurs","Les étudiants ne sont plus amenés à devenir des petits-bourgeois mais des travailleurs"
1561,"Le_vote_%C3%A9lectronique_n%27allonge_le_temps_d%27attente_aux_bureaux_de_vote_que_dans_le_cas_des_machines_%C3%A0_voter","Cela ne vaut pas pour le vote par internet"
1562,"Il_faut_installer_plus_de_machines_%C3%A0_voter_dans_les_bureaux_de_vote","Des machines supplémentaires peuvent être installées"
1563,"La_recherche_du_profit_ne_devrait_pas_%C3%AAtre_la_source_de_motivation_principale_de_l%27innovation","Vrai, mais ça ne devrait pas être le cas"
1564,"Les_fonctions_de_marketing,_design,_management,_etc.,_ont_%C3%A9t%C3%A9_int%C3%A9gr%C3%A9es_aux_entreprises_de_la_sph%C3%A8re_de_la_production","Les fonctions de marketing, design, management, etc., ont été intégrées aux entreprises de la sphère de la production"
1565,"La_proportion_de_travailleurs_intellectuels_int%C3%A9gr%C3%A9s_dans_la_production_a_augment%C3%A9","La proportion de travailleurs intellectuels intégrés dans la production a augmenté"
1566,"Le_statut_des_travailleurs_intellectuels_est_pass%C3%A9_de_celui_d%27ind%C3%A9pendants_%C3%A0_celui_de_salari%C3%A9s","Le statut des travailleurs intellectuels est passé de celui d'indépendants à celui de salariés"
1567,"Le_revenu_de_base_risque_d%27aggraver_le_ch%C3%B4mage","Une aggravation du chômage"
1568,"Le_revenu_de_base_permet_de_r%C3%A9duire_le_ch%C3%B4mage","Une réduction du chômage"
1569,"Il_faut_lutter_contre_les_causes_du_ch%C3%B4mage_plut%C3%B4t_que_d%27instaurer_un_revenu_de_base","Mieux vaut lutter contre les causes du chômage"
1570,"L%27isolement_des_malades_compl%C3%A8te_mais_ne_remplace_pas_la_vaccination_de_masse","L'isolement des malades complète mais ne remplace pas la vaccination de masse"
