,debate_name,debate_num,n,s
1524, Sommes-nous libres de nos décisions ?,45,1023, Nous ne sommes pas conscients des causes qui nous déterminent
1525, Faut-il instaurer un revenu de base ?,9,1755, Le cas des gagnants du jeu « Win for Life » est biaisé au niveau de l'environnement social des gagnants
1526, Pour ou contre le projet de loi Collomb Asile et immigration ?,42,145, La loi Collomb Asile et immigration rend possible pour la CNDA d'annuler une décision de l'OFPRA et de lui renvoyer l'examen de la demande dans le cas d'une erreur d'interprète imputable à l'Office
1527, La liberté d'expression doit-elle être limitée ?,24,1519, Les films et les jeux servent de catharsis aux pulsions violentes
1528, Faut-il légaliser le cannabis ?,11,626, La loi de 1970 sur les drogues est trop diversement appliquée
1529, La liberté d'expression doit-elle être limitée ?,24,1600, Même les partisans d'une liberté d'expression maximale admettent certaines limites
1530, Dieu existe-t-il ? (nouvelle version),1,1151, Dieu est sempiternel
1531, La croyance en Dieu est-elle bénéfique ?,22,1848,La religion conduit à croire que des pouvoirs qui résident en nous viennent d'un autre
1532, La classe ouvrière est-elle la seule classe révolutionnaire ?,21,279, Les ouvriers n'ont pas les moyens de se révolter
1533, Faut-il instaurer un revenu de base ?,9,1614, On peut financer le revenu de base en suivant la proposition de financement de Génération libre
1534, Faut-il accueillir davantage de migrants ?,3,456, Il faut à terme abolir les frontières
1535, Une spiritualité rationnelle est-elle possible ?,46,2412,La spiritualité dépend des civilisations
1536, Faut-il accueillir davantage de migrants ?,3,1711, Le gouvernement du Front populaire n'a abrogé aucune des lois anti-immigration adoptées par le gouvernement précédent
1537, Dieu existe-t-il ?,0,2108,
1538, L'Europe occidentale est-elle en déclin ?,19,514, L'abstention ne fait que progresser en France
1539, Faut-il se faire vacciner ?,16,246, Les autorités du monde entier recommandent la vaccination
1540, La gauche doit-elle défendre le port du voile islamique ?,23,400, De nombreuses féministes dans le monde ont exprimé leur rage face à la complaisance de la gauche française vis-à-vis du voile islamique
1541, L'Europe occidentale est-elle en déclin ?,19,2321,Le cumul des mandats des élus est limité
1542, Les religions se rejoignent-elles ?,38,497, Il y a des raisons théologiques aux conflits religieux
1543, L'Europe occidentale est-elle en déclin ?,19,835, Les hauts fonctionnaires sont quasi inamovibles
1544, Dieu existe-t-il ?,0,2017,
1545, Faut-il accueillir davantage de migrants ?,3,1917,On ne peut pas créer une Europe policière pour ficher chaque migrant
1546, Faut-il se faire vacciner ?,16,2541,Les autorités nous manipulent
1547, Dieu existe-t-il ? (nouvelle version),1,1558, Les prétendues expériences mystiques sont des vécus subjectifs qui ne prouvent pas l'existence de Dieu
1548, La religion est-elle compatible avec le marxisme ?,27,2460,L'islam impose aux femmes de cacher leur corps
1549, Pour ou contre le communisme ?,41,1723, Les États communistes ont commis des crimes contre la paix
1550, Dieu existe-t-il ?,0,2061,
1551, Dieu existe-t-il ?,0,2082,
1552, Pour ou contre le capitalisme ?,40,1984,Le capitalisme repose sur l'illusion d'une croissance infinie
1553, Faut-il instaurer un revenu de base ?,9,1457, Le revenu de base ne lutte pas contre la « pauvreté relative »
1554, Les religions se rejoignent-elles ?,38,926, Les religions prônent l'amour
1555, La classe ouvrière est-elle la seule classe révolutionnaire ?,21,1813,Les usines créées dans le monde concentrent des milliers ou des dizaines de milliers de travailleurs
1556, Faut-il préférer les logiciels libres ?,12,252, Les conditions d'utilisation d'un logiciel libre sont transparentes
1557, La méthode Céline Alvarez révolutionne-t-elle l'école maternelle ?,26,153, La méthode Céline Alvarez est universelle
1558, Faut-il arrêter de manger des animaux ?,4,51, Arrêter de manger des animaux détruirait une partie des activités paysannes
1559, Les footballeurs professionnels sont-ils trop payés ?,36,110, L'argent des salaires des footballeurs professionnels pourrait être investi dans des choses plus importantes
1560, La religion est-elle compatible avec le marxisme ?,27,1888,Le marxisme tire son héritage du christianisme
1561, Faut-il instaurer un revenu de base ?,9,1643, Tout être humain doit recevoir un revenu de base du simple fait d'exister
1562, La religion est-elle compatible avec le marxisme ?,27,1794,Les religions s'opposent à la violence
1563, L'Europe occidentale est-elle en déclin ?,19,2379,La participation aux scrutins reste importante
1564, La liberté d'expression doit-elle être limitée ?,24,2534,Le droit d'auteur est injuste
1565, Faut-il boycotter Facebook ?,5,803, Les alternatives à Facebook sont utilisées par une minorité de personnes
1566, Faut-il préserver les Murs à pêches de Montreuil ?,13,90, Il faut préserver les Murs à pêches de Montreuil pour accueillir des associations
1567, Faut-il incinérer les déchets ménagers à La Réunion ?,8,853, Les incinérateurs produisent des déchets toxiques
1568, Lénine est-il le précurseur de Staline ?,28,2332,"La violence terroriste inadmissible en démocratie contre des élus au suffrage universel, se justifie contre une dictature ou une autocratie"
1569, Faut-il arrêter de manger des animaux ?,4,1000, Manger des animaux conduit au gaspillage de ressources énergétiques
1570, La liberté d'expression doit-elle être totale ?,25,1149, Des systèmes de modération existent sur internet
1571, L'Europe occidentale est-elle en déclin ?,19,2525,Il y a une conformisation de la ligne éditoriale des médias
1572, L'Europe occidentale est-elle en déclin ?,19,2443,Il existe le vote sanction
1573, Faut-il arrêter de manger des animaux ?,4,527, L'élevage intensif de porcs est nocif pour l'homme
1574, La classe ouvrière est-elle la seule classe révolutionnaire ?,21,2159,Les luttes d'aujourd'hui sont portées par d'autres acteurs sociaux
1575, La classe ouvrière est-elle la seule classe révolutionnaire ?,21,1268, La bourgeoisie sait pertinemment que la classe ouvrière existe encore
1576, Faut-il instaurer un revenu de base ?,9,2234,C'est la redistribution des richesses qu'il faut modifier
1577, La classe ouvrière est-elle la seule classe révolutionnaire ?,21,584, La classe ouvrière est unie par un sentiment de solidarité
1578, La liberté d'expression doit-elle être totale ?,25,1187, Il faut respecter les personnes
1579, La classe ouvrière est-elle la seule classe révolutionnaire ?,21,1481, Les étudiants oscillent généralement entre le réformisme et le gauchisme
1580, Dieu existe-t-il ?,0,2063,
1581, Le réchauffement climatique est-il dû à l'activité humaine ?,34,1442, Le rapport du GIEC de 2007 comporte de nombreuses erreurs
1582, La liberté d'expression doit-elle être totale ?,25,1640, Supprimer le droit d'auteur est une étape vers la société de gratuité
1583, La liberté d'expression doit-elle être limitée ?,24,855, Les individus sont doués de raison et capables de s'autocensurer
1584, Pour ou contre le capitalisme ?,40,2536,Avec le capitalisme se développent les libertés politiques
1585, Faut-il instaurer un salaire à vie ?,10,2252,Une stimulation de l'activité
1586, Faut-il arrêter de manger des animaux ?,4,1979,Cela n'est pas forcément lié
1587, La gauche doit-elle défendre le port du voile islamique ?,23,499, Il y a des usages contestataires et émancipateurs du voile islamique
1588, Dieu existe-t-il ?,0,2058,
1589, La classe ouvrière est-elle la seule classe révolutionnaire ?,21,1100, Aucun pays industrialisé ne peut supporter le blocage prolongé de ses universités
1590, Faut-il accueillir davantage de migrants ?,3,878, Les migrants représentent de la croissance
1591, Faut-il accueillir davantage de migrants ?,3,2148,"Si ils respectent les normes juridiques des pays européens, les migrants y ont toute leur place"
1592, Dieu existe-t-il ? (nouvelle version),1,1466, Les arguments en faveur des miracles sont toujours plus improbables que les explications rationnelles
1593, Les footballeurs professionnels sont-ils trop payés ?,36,2204,Encore faut-il qu'il n'y ait pas d'évasion fiscale !
1594, Faut-il se faire vacciner ?,16,1826,Certains effets secondaires sont reconnus par les autorités
1595, La gauche doit-elle défendre le port du voile islamique ?,23,963, Le voile islamique fait des femmes des objets sexuels
1596, Dieu existe-t-il ? (nouvelle version),1,2298,L'ordre perçu est réel
1597, Le Front national est-il un parti fasciste ?,29,2205,Le FN n'a actuellement pas pour objectif de façonner un ordre nouveau
1598, Pour ou contre le communisme ?,41,2169,Le communisme est antidémocratique
1599, Faut-il privatiser ADP ?,14,1953,Il n'est pas prévu que le produit de la vente entre dans le budget de l'Etat
1600, Dieu existe-t-il ?,0,2081,
1601, Lénine est-il le précurseur de Staline ?,28,1433, Le parti bolchévik n'avait pas un caractère de classe
1602, La liberté d'expression doit-elle être limitée ?,24,614, La liberté d'expression doit être totale pour laisser les arts et l'humour s'épanouir
1603, La gauche doit-elle défendre le port du voile islamique ?,23,561, La campagne contre le voile islamique est une campagne raciste et islamophobe
1604, Faut-il préserver les Murs à pêches de Montreuil ?,13,820, Les emplacements proposés pour les ateliers de maintenance du tramway à Montreuil ne conviennent ni à la RATP ni aux associations
1605, Dieu existe-t-il ?,0,2113,
1606, La classe ouvrière est-elle la seule classe révolutionnaire ?,21,571, La classe ouvrière a la force et le savoir-faire économiques pour réorganiser la société sur une autre base
1607, Faut-il légaliser le cannabis ?,11,1618, On peut réduire les risques du cannabis en jouant sur le mode de consommation
1608, Une spiritualité rationnelle est-elle possible ?,46,2402,La spiritualité comporte des techniques répétables
1609, La liberté d'expression doit-elle être limitée ?,24,1497," Les critiques de personnes concernant leur couleur de peau, leur religion, leur orientation sexuelle ou leur sexe ne sont pas des critiques comme les autres"
1610, Faut-il supprimer les notes à l'école ?,18,1884,Tout système d'évaluation peut être biaisé.
1611, L'Europe occidentale est-elle en déclin ?,19,763, Le pouvoir politique est entre les mains des grandes entreprises et de la finance
1612, Faut-il arrêter de manger des animaux ?,4,302, Les substituts végans sont souvent allergènes
1613, Pour ou contre le capitalisme ?,40,2554,Le capitalisme est responsable de l'augmentation des maladies chroniques
1614, Dieu existe-t-il ?,0,2037,
1615, Le logiciel libre est-il en déclin ?,30,2124,La part du logiciel libre dans l'écosystème informatique est en augmentation
1616, Faut-il préserver les Murs à pêches de Montreuil ?,13,518, L'aménagement des ateliers de maintenance du tramway dans les Murs à pêches de Montreuil ne s'intègre pas au paysage
1617, La liberté d'expression doit-elle être totale ?,25,1264, L'opinion publique est conditionnée par l'État
1618, La classe ouvrière est-elle la seule classe révolutionnaire ?,21,572, La classe ouvrière a perdu son pouvoir économique du fait de l'éclatement de la production
1619, Lénine est-il le précurseur de Staline ?,28,1097," A sa mort, en janvier 1924, sa veuve Nadejda Kroupskaïa a mis en garde contre son culte"
1620, Pour ou contre le capitalisme ?,40,1938,Le capitalisme bride la créativité
1621, Faut-il accueillir davantage de migrants ?,3,48, Accueillir les migrants est un atout culturel et social
1622, Sommes-nous libres de nos décisions ?,45,210, Le fait que j'aurais pu faire un autre choix que celui que j'ai fait par le passé est invérifiable
1623, Lénine est-il le précurseur de Staline ?,28,1350, La Tchéka a procédé à de nombreuses exécutions sommaires à partir de février 1918 en Russie
